Unnamed: 0,Nationality,Department,Program,2019,2019.1,2019.2,2020,2020.1,2020.2,2021,2021.1,2021.2,2022,2022.1,2022.2,Unnamed: 15,Unnamed: 16,Unnamed: 17
799,Brunei,Geography UG Degree and Environ.. PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0
800,Brunei,Geography UG Degree and Environ.. PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,*,0,0,*,*,0
801,Brunei,Government UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,*,0,*,*,*
802,Brunei,Government UG Degree PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
803,Brunei,International.. PG Taught,PG Taught,*,0,0,0,0,0,*,0,0,*,*,0,*,*,0
804,Brunei,International.. PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
805,Brunei,International UG Degree Relations PG Taught,UG Degree,*,*,*,*,0,0,0,0,0,0,0,0,*,0,0
806,Brunei,International UG Degree Relations PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,0,*,0,0
807,Brunei,Law School UG Degree PG Taught,UG Degree,5,0,0,*,0,0,*,0,0,*,0,0,*,0,0
808,Brunei,Law School UG Degree PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
809,Brunei,Management UG Degree PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
810,Brunei,Management UG Degree PG Taught,PG Taught,*,*,*,7,*,*,*,0,0,5,*,*,0,0,0
811,Brunei,Methodology PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
812,Brunei,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
813,Brunei,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
814,Brunei,Psychological UG Degree and Behavio.. PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
815,Brunei,Psychological UG Degree and Behavio.. PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
816,Brunei,School of Pu.. PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,0,*,*,0
817,Brunei,Social Policy UG Degree,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
818,Brunei,Statistics UG Degree Statistics PG Taught,UG Degree,*,0,0,*,0,0,0,0,0,7,0,0,5,0,0
819,Brunei Bulgarian,Statistics UG Degree Statistics PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
820,Brunei Bulgarian,Accounting UG Degree PG Taught,UG Degree,7,*,*,8,0,0,7,0,0,10,*,0,*,0,0
821,Brunei Bulgarian,Accounting UG Degree PG Taught,PG Taught,*,*,*,*,*,*,*,*,0,5,*,*,*,0,0
822,Brunei Bulgarian,Anthropology UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,*,*,0,0,0
823,Brunei Bulgarian,Anthropology UG Degree PG Taught,PG Taught,*,*,*,*,*,*,0,0,0,0,0,0,0,0,0
824,Brunei Bulgarian,Economic UG Degree History PG Taught,UG Degree,*,0,0,*,0,0,6,*,0,*,0,0,*,0,0
825,Brunei Bulgarian,Economic UG Degree History PG Taught,PG Taught,*,*,*,0,0,0,0,0,0,*,*,0,0,0,0
826,Brunei Bulgarian,Economics UG Degree PG Taught,UG Degree,9,0,0,18,*,*,16,0,0,7,0,0,13,*,0
827,Brunei Bulgarian,Economics UG Degree PG Taught,PG Taught,*,0,0,*,0,0,8,*,*,*,*,0,0,0,0
828,Brunei Bulgarian,European In.. PG Taught,PG Taught,5,*,*,*,*,0,*,*,*,5,*,*,*,0,0
829,Brunei Bulgarian,Finance UG Degree PG Taught,UG Degree,*,0,0,6,0,0,7,*,*,*,*,*,5,0,0
830,Brunei Bulgarian,Finance UG Degree PG Taught,PG Taught,8,*,*,14,*,*,8,*,0,10,*,*,17,*,*
831,Brunei Bulgarian,Gender Stud.. PG Taught,PG Taught,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0
832,Brunei Bulgarian,Geography UG Degree and Environ.. PG Taught,UG Degree,*,0,0,*,*,0,0,0,0,*,0,0,*,*,0
833,Brunei Bulgarian,Geography UG Degree and Environ.. PG Taught,PG Taught,*,*,0,*,*,*,*,*,*,6,*,*,*,*,0
834,Brunei Bulgarian,Government UG Degree PG Taught,UG Degree,7,0,0,11,*,*,7,0,0,8,0,0,9,*,*
835,Brunei Bulgarian,Government UG Degree PG Taught,PG Taught,*,*,*,*,0,0,*,*,*,*,0,0,5,*,*
836,Brunei Bulgarian,Health Policy PG Taught,PG Taught,*,*,*,*,*,*,*,*,0,*,*,0,0,0,0
837,Brunei Bulgarian,International.. PG Taught,PG Taught,*,*,0,0,0,0,*,*,*,*,*,*,*,0,0
838,Brunei Bulgarian,International UG Degree History PG Taught,UG Degree,0,0,0,*,0,0,*,0,0,*,0,0,*,*,0
839,Brunei Bulgarian,International UG Degree History PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,0,*,*,0
840,Brunei Bulgarian,International UG Degree Relations PG Taught,UG Degree,*,0,0,5,*,0,0,0,0,*,*,*,*,0,0
841,Brunei Bulgarian,International UG Degree Relations PG Taught,PG Taught,6,*,*,*,*,*,*,*,*,6,*,0,*,*,*
842,Brunei Bulgarian,Language C.. UG Degree,UG Degree,0,0,0,*,*,*,0,0,0,0,0,0,*,*,*
843,Brunei Bulgarian,Law School UG Degree PG Taught,UG Degree,18,*,*,13,*,0,8,*,*,6,*,0,8,*,0
844,Brunei Bulgarian,Law School UG Degree PG Taught,PG Taught,9,*,*,7,*,*,8,5,*,5,*,*,*,0,0
845,Brunei Bulgarian,Management UG Degree PG Taught,UG Degree,5,0,0,12,*,*,8,0,0,6,*,0,6,*,*
846,Brunei Bulgarian,Management UG Degree PG Taught,PG Taught,13,5,5,13,*,*,7,*,*,8,*,*,21,8,*
847,Brunei Bulgarian,Mathematics UG Degree PG Taught,UG Degree,5,0,0,*,0,0,*,0,0,*,0,0,*,*,*
848,Brunei Bulgarian,Mathematics UG Degree PG Taught,PG Taught,*,0,0,*,*,0,*,*,*,*,*,0,*,*,0
849,Brunei Bulgarian,Media and C.. PG Taught,PG Taught,*,*,*,*,*,*,*,0,0,0,0,0,*,*,*
850,Brunei Bulgarian,Methodology PG Taught,PG Taught,0,0,0,*,*,*,*,*,0,*,*,0,0,0,0
851,Brunei Bulgarian,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,5,*,*,*,0,0,6,*,*,*,0,0,*,0,0
852,Brunei Bulgarian,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,*,0,0,*,0,0,*,*,0,*,*,*,0,0,0
853,Brunei Bulgarian,Psychological UG Degree and Behavio.. PG Taught,UG Degree,*,*,0,*,0,0,*,*,0,0,0,0,*,*,0
854,Brunei Bulgarian,Psychological UG Degree and Behavio.. PG Taught,PG Taught,*,0,0,*,*,0,5,*,0,*,0,0,*,*,*
855,Brunei Bulgarian,School of Pu.. PG Taught,PG Taught,*,*,0,0,0,0,0,0,0,0,0,0,*,0,0
856,Brunei Bulgarian,Social Policy UG Degree PG Taught,UG Degree,0,0,0,*,*,*,*,0,0,*,*,*,*,0,0
857,Brunei Bulgarian,Social Policy UG Degree PG Taught,PG Taught,*,*,*,6,*,*,*,0,0,*,0,0,*,*,*
858,Brunei Bulgarian,Sociology UG Degree PG Taught,UG Degree,0,0,0,*,*,*,0,0,0,*,0,0,*,0,0
859,Brunei Bulgarian,Sociology UG Degree PG Taught,PG Taught,*,*,*,*,*,*,*,*,0,6,*,*,0,0,0
860,Brunei Bulgarian,Statistics UG Degree PG Taught,UG Degree,*,*,0,*,*,*,*,0,0,*,0,0,0,0,0
861,Brunei Bulgarian,Statistics UG Degree PG Taught,PG Taught,*,0,0,*,0,*,0,0,0,*,*,*,*,*,*
862,Burkina Faso,Accounting PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
863,Burkina Faso,Economics UG Degree PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
864,Burkina Faso,Economics UG Degree PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
865,Burkina Faso,Finance PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
866,Burkina Faso,Government PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,*,*,0,0,0,0
867,Burkina Faso,Health Policy PG Taught,PG Taught,*,*,*,0,0,0,0,0,0,0,0,0,0,0,0
868,Burkina Faso,International.. PG Taught,PG Taught,*,*,*,0,0,0,*,*,0,0,0,0,0,0,0
869,Burkina Faso,International UG Degree,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
870,Burkina Faso,International UG Degree,,,,,,,,,,,,,,,,
871,Burkina Faso,Relations PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
872,Burkina Faso,Management PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
873,Burkina Faso,Mathematics PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
874,Burkina Faso,School of Pu.. PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,*,*,0
875,Burkina Faso,Social Policy PG Taught,PG Taught,*,*,0,0,0,0,0,0,0,0,0,0,0,0,0
876,Burkina Faso,Sociology PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,*,0,0
877,Burkina Faso,Statistics PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
878,Burmese,Accounting UG Degree PG Taught,UG Degree,*,0,0,*,*,*,*,*,*,*,*,*,*,0,0
879,Burmese,Accounting UG Degree PG Taught,PG Taught,*,0,0,0,0,0,*,0,0,0,0,0,*,*,*
880,Burmese,Anthropology UG Degree,UG Degree,0,0,0,0,0,0,*,0,0,*,0,0,0,0,0
881,Burmese,Economic Hi.. UG Degree,UG Degree,*,0,0,0,0,0,*,0,0,*,*,0,*,0,0
882,Burmese,Economics UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,*,*,*,0,0
883,Burmese,Economics UG Degree PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
884,Burmese,European In.. PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
885,Burmese,Finance UG Degree PG Taught,UG Degree,*,0,0,0,0,0,*,*,0,*,0,0,5,0,0
886,Burmese,Finance UG Degree PG Taught,PG Taught,6,0,0,*,0,0,*,0,0,*,0,0,*,0,0
887,Burmese,Gender Stud.. PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
888,Burmese,Geography UG Degree and Environ.. PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0
889,Burmese,Geography UG Degree and Environ.. PG Taught,PG Taught,*,*,*,*,*,*,*,*,0,0,0,0,0,0,0
890,Burmese,Government UG Degree PG Taught,UG Degree,*,0,0,*,*,*,*,0,0,*,*,0,5,0,0
891,Burmese,Government UG Degree PG Taught,PG Taught,*,0,0,*,0,0,*,0,0,0,0,0,6,*,*
892,Burmese,Health Policy PG Taught,PG Taught,0,0,0,*,*,0,5,5,*,*,*,*,*,*,*
893,Burmese,International.. PG Taught,PG Taught,*,*,0,*,*,*,*,0,0,5,*,*,*,*,0
894,Burmese,International.. UG Degree International.. PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
895,Burmese,International.. UG Degree International.. PG Taught,PG Taught,*,0,0,*,*,0,*,*,0,*,*,0,0,0,0
896,Burmese,Language C.. UG Degree,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
897,Burmese,Law School UG Degree PG Taught,UG Degree,*,0,0,*,0,0,0,0,0,*,0,0,*,0,0
898,Burmese,Law School UG Degree PG Taught,PG Taught,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
899,Burmese,Management UG Degree PG Taught,UG Degree,*,*,*,*,*,*,5,0,0,5,*,0,10,*,0
900,Burmese,Management UG Degree PG Taught,PG Taught,*,0,0,7,*,0,*,*,0,5,0,0,*,*,*
901,Burmese,Mathematics UG Degree PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
902,Burmese,Mathematics UG Degree PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
903,Burmese,Media and C.. PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
904,Burmese,Methodology PG Taught,PG Taught,*,0,0,*,*,0,*,*,0,0,0,0,0,0,0
905,Burmese,"Philosophy     ,  ,  ,  , UG Degree Logic and S.. PG Taught",UG Degree,*,*,*,*,0,0,*,0,,,,,,,
906,Burmese,"Philosophy     ,  ,  ,  , UG Degree Logic and S.. PG Taught",PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
907,Burmese,Psychological UG Degree and Behavio.. PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
908,Burmese,Psychological UG Degree and Behavio.. PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
909,Burmese,School of Pu.. PG Taught,PG Taught,*,*,0,0,0,0,*,*,*,*,*,0,5,*,0
910,Burmese,Social Policy UG Degree PG Taught,UG Degree,*,0,0,0,0,0,*,0,0,0,0,0,*,0,0
911,Burmese,Social Policy UG Degree PG Taught,PG Taught,*,*,*,*,*,0,*,*,*,*,*,*,*,0,0
912,Burmese,Sociology UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
913,Burmese,Sociology UG Degree PG Taught,PG Taught,*,0,0,*,0,0,*,0,0,0,0,0,5,*,*
914,Burmese,Statistics UG Degree PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,*,0,0
915,Burmese,Statistics UG Degree PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
916,Burundian,Economics UG Degree,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
917,Burundian,Government UG Degree PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,Burundian,Government UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,*,*,0,0,0,0,0,0
919,Burundian,Health Policy PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,5,*,*
920,Burundian,International.. PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,*,*,0
921,Burundian,Law School UG Degree,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
922,Burundian,Management UG Degree PG Taught,UG Degree,*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
923,Burundian,Management UG Degree PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
924,Burundian,"Philosophy, .. UG Degree School of Pu.. PG Taught",UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
925,Burundian,"Philosophy, .. UG Degree School of Pu.. PG Taught",PG Taught,0,0,0,*,*,0,*,*,0,0,0,0,*,*,0
926,Burundian,Social Policy PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
927,Cambodian,Accounting UG Degree Economic Hi.. PG Taught,UG Degree,*,0,0,0,0,0,*,0,0,*,0,0,0,0,0
928,Cambodian,Accounting UG Degree Economic Hi.. PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
929,Cambodian,Economics UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
930,Cambodian,Economics UG Degree PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
931,Cambodian,Finance UG Degree PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
932,Cambodian,Finance UG Degree PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
933,Cambodian,Geography .. PG Taught,PG Taught,*,0,0,*,0,0,0,0,0,*,0,0,*,0,0
934,Cambodian,Government UG Degree PG Taught,UG Degree,*,0,0,0,0,0,*,*,*,*,0,0,0,0,0
935,Cambodian,Government UG Degree PG Taught,PG Taught,0,0,0,*,*,*,*,0,0,*,0,0,0,0,0
936,Cambodian,International.. PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,*,*,*
937,Cambodian,International.. PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,*,0,0,0
938,Cambodian,International UG Degree Relations PG Taught,UG Degree,0,0,0,*,0,0,*,0,0,0,0,0,*,0,0
939,Cambodian,International UG Degree Relations PG Taught,PG Taught,*,*,*,*,0,0,*,0,0,0,0,0,0,0,0
940,Cambodian,Language C.. UG Degree,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
941,Cambodian,Law School UG Degree PG Taught,UG Degree,*,0,0,*,0,0,0,0,0,0,0,0,*,0,0
942,Cambodian,Law School UG Degree PG Taught,PG Taught,*,*,*,0,0,0,*,0,0,0,0,0,0,0,0
943,Cambodian,Management UG Degree PG Taught,UG Degree,*,0,0,*,*,*,*,0,0,*,0,0,*,0,0
944,Cambodian,Management UG Degree PG Taught,PG Taught,*,*,*,*,*,0,*,0,0,11,*,*,*,*,*
945,Cambodian,Mathematics UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,*,*
946,Cambodian,Mathematics UG Degree PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,0,0,0,0,0
947,Cambodian,Media and C.. PG Taught,PG Taught,0,0,0,*,*,0,*,*,0,0,0,0,0,0,0
948,Cambodian,School of Pu.. PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,*,0,0,0,0,0
949,Cambodian,Social Policy UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
950,Cambodian,Social Policy UG Degree PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,*,*,*,0
951,Cambodian,Sociology UG Degree,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,*,0
952,Cambodian,Statistics UG Degree PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,*,0,0,*,0,0
953,Cambodian,Statistics UG Degree PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,*,*,*,*,0,0
954,Cameroonian Accounting,UG Degree PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,*,0,0
955,Cameroonian Accounting,UG Degree PG Taught,PG Taught,*,*,*,*,0,0,0,0,0,0,0,0,0,0,0
956,Cameroonian Accounting,Anthropology PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
957,Cameroonian Accounting,Economic UG Degree History PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,0,0,0,0,0,0
958,Cameroonian Accounting,Economic UG Degree History PG Taught,PG Taught,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
959,Cameroonian Accounting,Economics UG Degree PG Taught,UG Degree,*,0,0,*,0,0,*,0,0,*,0,0,*,0,0
960,Cameroonian Accounting,Economics UG Degree PG Taught,PG Taught,*,0,0,*,0,0,*,*,0,*,*,0,*,*,0
961,Cameroonian Accounting,Finance UG Degree PG Taught,UG Degree,0,0,0,*,0,0,*,0,0,*,0,0,0,0,0
962,Cameroonian Accounting,Finance UG Degree PG Taught,PG Taught,*,0,0,*,0,0,*,*,*,0,0,0,*,0,0
963,Cameroonian Accounting,Gender Stud.. PG Taught,PG Taught,*,0,0,0,0,0,*,0,0,0,0,0,*,0,0
964,Cameroonian Accounting,Geography .. PG Taught,PG Taught,*,*,0,*,*,*,*,*,0,*,0,0,*,0,0
965,Cameroonian Accounting,Government UG Degree PG Taught,UG Degree,0,0,0,*,0,0,*,0,0,0,0,0,0,0,0
966,Cameroonian Accounting,Government UG Degree PG Taught,PG Taught,*,*,*,0,0,0,0,0,0,*,0,0,*,0,0
967,Cameroonian Accounting,Health Policy PG Taught,PG Taught,0,0,0,*,*,0,*,*,0,*,*,*,*,*,0
968,Cameroonian Accounting,International.. PG Taught,PG Taught,*,0,0,5,0,0,*,*,0,10,*,0,7,*,0
969,Cameroonian Accounting,International UG Degree History PG Taught,UG Degree,0,0,0,0,0,0,0,0,0,0,0,0,*,0,0
970,Cameroonian Accounting,International UG Degree History PG Taught,PG Taught,0,0,0,*,*,*,0,0,0,0,0,0,0,0,0
971,Cameroonian Accounting,International.. PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
972,Cameroonian Accounting,Law School UG Degree Law School PG Taught,UG Degree,*,0,0,*,0,0,0,0,0,0,0,0,0,0,0
973,Cameroonian,Law School UG Degree Law School PG Taught,PG Taught,0,0,0,*,*,0,0,0,0,*,0,0,*,0,0
974,Cameroonian,Management UG Degree PG Taught,UG Degree,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
975,Cameroonian,Management UG Degree PG Taught,PG Taught,*,0,0,*,*,0,0,0,0,0,0,0,*,*,0
976,Cameroonian,Mathematics PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,*,0,0,0,0,0
977,Cameroonian,Media and C.. PG Taught,PG Taught,0,0,0,*,0,0,*,*,0,0,0,0,0,0,0
978,Cameroonian,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,0,0,0,*,0,0,*,0,0,*,*,*,0,0,0
979,Cameroonian,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
980,Cameroonian,School of Pu.. PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,*,*,0,*,0,0
981,Cameroonian,Social Policy UG Degree PG Taught,UG Degree,0,0,0,0,0,0,*,0,0,*,0,0,*,0,0
982,Cameroonian,Social Policy UG Degree PG Taught,PG Taught,*,0,0,0,0,0,0,0,0,*,*,*,*,0,0
983,Cameroonian,Sociology PG Taught,PG Taught,0,0,0,0,0,0,*,0,0,*,0,0,*,0,0
984,Cameroonian,Statistics PG Taught,PG Taught,0,0,0,*,0,0,0,0,0,0,0,0,0,0,0
985,Canadian,Accounting UG Degree PG Taught,UG Degree,13,*,*,18,*,*,10,*,*,14,*,*,20,*,*
986,Canadian,Accounting UG Degree PG Taught,PG Taught,5,0,0,12,*,*,*,*,*,7,*,*,6,*,*
987,Canadian,Anthropology UG Degree PG Taught,UG Degree,6,*,0,10,5,*,10,*,*,5,*,*,6,0,0
988,Canadian,Anthropology UG Degree PG Taught,PG Taught,8,*,*,6,*,0,8,*,*,*,*,0,*,*,0
989,Canadian,Economic UG Degree History PG Taught,UG Degree,7,*,0,9,0,0,*,0,0,6,0,0,5,0,0
990,Canadian,Economic UG Degree History PG Taught,PG Taught,13,7,*,6,6,*,*,*,*,10,5,*,13,7,6
991,Canadian,Economics UG Degree PG Taught,UG Degree,23,0,0,32,*,0,30,*,0,47,*,0,39,*,*
992,Canadian,Economics UG Degree PG Taught,PG Taught,49,19,*,39,19,*,42,15,7,31,14,*,29,12,7
993,Canadian,European In.. PG Taught,PG Taught,23,15,12,21,11,6,11,5,*,13,7,0,12,10,7
994,Canadian,Finance UG Degree PG Taught,UG Degree,17,*,*,14,*,*,17,0,0,27,*,*,18,0,0
995,Canadian,Finance UG Degree PG Taught,PG Taught,29,7,*,41,14,*,46,9,*,30,*,*,34,9,6
996,Canadian,Gender Stud.. PG Taught,PG Taught,21,11,6,16,8,*,13,*,*,16,9,8,8,*,*
997,Canadian,Geography UG Degree and Environ.. PG Taught,UG Degree,7,*,*,13,*,*,13,0,0,11,*,*,11,*,0
998,Canadian,Geography UG Degree and Environ.. PG Taught,PG Taught,53,23,8,61,27,9,71,24,13,49,13,7,36,12,6
999,Canadian,Government UG Degree PG Taught,UG Degree,32,*,*,32,6,*,28,*,0,45,*,*,40,6,*
1000,Canadian,Government UG Degree PG Taught,PG Taught,82,28,16,57,26,16,65,27,9,59,24,12,45,20,10
1001,Canadian,Health Policy PG Taught,PG Taught,39,23,13,30,20,13,30,16,7,24,15,10,22,12,*
1002,Canadian,International.. PG Taught,PG Taught,56,18,10,40,19,5,47,19,10,40,16,6,41,23,9
1003,Canadian,International UG Degree History PG Taught,UG Degree,12,*,*,10,*,*,10,*,*,14,*,0,20,9,*
1004,Canadian,International UG Degree History PG Taught,PG Taught,16,10,10,24,16,11,20,7,5,20,13,9,12,7,7
1005,Canadian,International UG Degree Relations PG Taught,UG Degree,16,*,*,8,*,*,10,*,*,15,*,*,9,*,*
1006,Canadian,International UG Degree Relations PG Taught,PG Taught,57,19,12,58,18,7,53,15,*,51,24,15,38,18,9
1007,Canadian,Language C.. UG Degree,UG Degree,9,*,0,*,*,0,*,0,0,10,*,*,*,*,0
1008,Canadian,Law School UG Degree PG Taught,UG Degree,90,8,6,91,10,5,98,8,*,109,8,*,90,6,*
1009,Canadian,Law School UG Degree PG Taught,PG Taught,25,8,*,29,19,*,48,32,14,39,21,*,38,21,7
1010,Canadian,Management UG Degree PG Taught,UG Degree,29,11,7,27,6,*,40,5,*,24,*,*,38,*,*
1011,Canadian,Management UG Degree PG Taught,PG Taught,52,11,7,66,17,7,51,14,7,34,7,*,57,20,7
1012,Canadian,Mathematics UG Degree PG Taught,UG Degree,10,*,*,9,*,0,16,0,0,12,*,0,12,0,0
1013,Canadian,Mathematics UG Degree PG Taught,PG Taught,6,0,0,16,*,*,5,*,*,11,5,*,8,*,*
1014,Canadian,Media and C.. PG Taught,PG Taught,42,18,10,35,18,10,46,20,11,45,19,13,31,9,6
1015,Canadian,Methodology PG Taught,PG Taught,10,*,0,14,*,0,11,6,*,*,0,0,*,*,0
1016,Canadian,"Philosophy, UG Degree Logic and S.. PG Taught",UG Degree,17,5,*,16,*,*,21,*,*,34,*,*,28,*,*
1017,Canadian,"Philosophy, UG Degree Logic and S.. PG Taught",PG Taught,12,5,*,12,7,*,10,*,*,18,*,*,12,6,*
1018,Canadian,Psychological UG Degree and Behavio.. PG Taught,UG Degree,*,0,0,10,*,*,8,0,0,14,*,0,19,*,*
1019,Canadian,Psychological UG Degree and Behavio.. PG Taught,PG Taught,30,9,*,30,5,*,40,16,9,28,14,10,27,8,5
1020,Canadian,School of Pu.. PG Taught,PG Taught,26,11,*,33,13,5,44,21,9,74,28,12,66,18,16
1021,Canadian,Social Policy UG Degree PG Taught,UG Degree,12,0,*,*,0,0,10,*,*,11,0,*,18,*,*
1022,Canadian,Social Policy UG Degree PG Taught,PG Taught,31,13,6,34,20,11,32,18,12,24,16,*,21,11,7
1023,Canadian,Sociology UG Degree Sociology PG Taught,UG Degree,*,*,0,5,0,0,*,0,0,*,*,0,8,0,0
1024,Canadian,Sociology UG Degree Sociology PG Taught,PG Taught,47,19,8,40,18,5,51,24,8,25,10,*,16,5,*
1025,Canadian,Statistics UG Degree PG Taught,UG Degree,5,0,0,13,0,0,14,0,0,18,*,*,18,*,*
1026,Canadian,Statistics UG Degree PG Taught,PG Taught,22,*,0,23,*,0,11,*,0,11,*,0,14,*,*
1027,Cape Verde .. Media and C.. PG Taught Cayman Islands,Statistics UG Degree PG Taught,,0,0,0,0,0,0,*,0,0,*,*,*,0,0,0
1028,Cape Verde .. Media and C.. PG Taught Cayman Islands,Accounting UG Degree PG Taught,UG Degree,*,0,0,*,0,0,0,0,0,0,0,0,0,0,0
1029,Cape Verde .. Media and C.. PG Taught Cayman Islands,Accounting UG Degree PG Taught,PG Taught,*,0,0,0,0,0,*,0,0,0,0,0,0,0,0
